sentiment,review_body,product_category
1,This shirt is exactly what i expected! it is just as cute as on the website and the fit was great! it's the perfect shirt for summer  loose fitting but in a flattering way. the design makes it very versatile since it can be matched with so many colors!    i highly recommend it!,Blouses
1,I purchased the orange tiger print and absolutely love it! the colors and pattern are rich and vibrant and can easily be dressed up to be worn for work or a night out!,Blouses
1,Looking forward to wearing this on a beach holiday !,Blouses
1,Very pretty and soft  love this designer. be warned it definitely runs large. it's supposed to be loose-fitting  but i ordered my normal size and it looked as though i was wearing my husband's shirt.,Blouses
1,This top is absolutely gorgeous in person. i am usually a size 12 in everything..pants and tops but this one i ended up getting a size 10. definitely size down otherwise the top will slide back on you and the arm holes will be crazy big. but it's a great top for summer. very cool and light. and the v-neck back and front is just so pretty. great buy!,Blouses
1,The color of this top is a bit more vibrant than online. material is light  but i can wear a beige bra underneath and not need a cami. fit was true to size for me and detail at the neckline is flattering. a keeper for me!,Blouses
1,"I somehow missed that there was a slit in the front of this tunic below the buttons. it looks fine on  i'm just wondering if i can still pull it off with only leggings underneath (why i got it). otherwise  just as pictured. i'm 5'7"" 125 lbs and got an xs.",Blouses
-1,I wanted to love this dress so much so that i ignored earlier reviews and purchased it in two sizes to see if i could make it work. the fabric is gorgeous  but the fit was very unflattering. it's too large on top and hangs awkwardly in both sizes. i considered tailoring to make it work but with this pattern i felt like that would be a compromise. in the end i returned both sizes ast the fabric couldn't compensate for the very unflattering fit.,Dresses
-1,I wanted to love this dress. the cut  fit and color are adorable. unfortunately the fabric is super thin. due to the material type it can be clingy in a manner that requires the anti-static spray your mom used to use in the 80s. i was on the fence of keeping it  but if there is so much as a wrinkle in your panty-line the whole world will see it. i would hate to have to wear a slip with this due to static issue. i am most likely going to return it; even at 15% off  it is over-priced for the cheap,Dresses
-1,Love the shape and flow of this dress. but i was sent a dirty stained dress so this is going back.  would not recommend,Dresses
-1,"I so loved this dress online. not so much in person. first of all it didn't fit my build. i'm 5'4"" with a 32f bust and the waist line was just a bit too high to be flattering. mainly i'm returning it because of the fabric. the petticoat netting does rustle as another buyer pointed out. my main fault is that the top fabric is synthetic and cheaply printed. basically it's the lining fabric of a better made dress or coat. if it were cotton voile or silk it would have been beautiful. why they made i",Dresses
-1,Dress is pretty  i was disappointed by the slip which is too small like previous customer. i am an inch taller than the model and i feel more comfortable it being a tunic with leggings. nice but not nice enough to keep  i am returning. :(,Dresses
-1,This dress is so cute in the photo and fit true to size  but the material is slinky and felt cheap. the stitching was also poor quality. i am so thankful that retailer will let us order a batch  try on and return in store...this went back.,Dresses
-1,I wanted to like this but it just didn't have much of a shape  not flattering at all. maybe if i was taller?,Dresses
-1,Man  this dress is the worst. i don't understand how it looks the way it does on the model. agree with previous reviewer - there must be a minimum of 200 pins pulling the waves and waves of extra fabric back. this dress looks so cute   but is so  so  so disappointing in person. sweater collar and cuffs - stiff and bulky. dress - billowy and sack-like - not sure how they got a belt to pull it all in. save yourself the return and do not get sucked in by the sale price and extra sale discount like,Dresses
-1,Horrible fit not true to size again aline outside of the dress and a very tight camisole underneath,Dresses
0,The model makes this dress look amazing  but it didn't translate that way on me. the print is really beautiful  i loved that  but the waist is huge and the skirt part is a-line and full  not streamlined like it looks on the model. if it was more like that this dress would be a hit. but  sadly  it's a miss. this is something your mom would love on you  but few others.,Dresses
0,I agree with some of the other reviewers; this dress runs very large. when i tried on the xs in my local store  i loved the color and thought i could work with it with the right bra or camisole  but it was just cut far too low in the front and when i tried it on at home  it was just too roomy and not fitted enough. i ordered both an xsp and an xxs today so we will see if they fit better. it is an adoreable design  cut and color. it just runs way big so size down if you decide to get it.,Dresses
0,Beautiful dress with the colors and pleats. i did not have the same problems with the bust area that others did. my biggest complaint is the exposed zipper doesn&#39;t lay flat  even when just hanging on the hanger. when actually on a person the zipper juts out. had to be returned!,Dresses
0,I really wanted to love this. i kept refreshing the page so that i could order it as soon as my size was in stock. i love the colors and struggle to find cute dresses in natural fabrics for the summer. unfortunately as another reviewer mentioned the cut of the arm holes is strange. it cut my off in the most unflattering spot.,Dresses
0,This is a fantastic dress for fall  if you have specific proportions. the dress comes in s-m-l  rather than in particular dress sizes  so my assumption was that a large would fit a range of 10-12. the dress fits me well in the fitted waist (which has zero give)  but the top fits very strangely (you can even detect it on the model in the photo)  with a tightness at the clavicle  and a weird abundance of fabric above the waistband.    i will still happily wear the dress with sweaters this season ,Dresses
0,I loved the look of the dress. it's a very flattering design. however  i absolutely hate the side zipper. every time i have worn it  the zipper will get stuck and it is a struggle to get it up. the side tie is a very cute touch  but you definitely have to figure out the best way to tie it  so you don't have a huge bump of fabric on your back. having said all this  i still did get a lot of compliments from this dress. i do wish the dress had a lining.,Dresses
0,I ordered this in a size 4 and it is great quality. the only problem is the size of the slip. the top is very tight across my average chest  but fine elsewhere - odd fit. the dress fits great and i debated finding another slip  but ultimately decided to return it.,Dresses
0,I loved this dress and it fit great on me: 5'7  115 lbs  wore an xs. it was a little tighter than i wish  but the s would have been too loose. unfortunately  when i received the dress the arms were already pilling. it is made of a mix of polyester  and while it's machine washable (yay)  i can imagine this dress would be pilling very easily  and i wish the fabric was a higher quality for the price  so i returned it.,Dresses
0,"I was hoping to wear this dress on my wedding day before the ceremony. i'm 5'5""  130 pounds  usually wear a 6. i ordered this dress in medium and it hangs off of me. it is not straight as it looks on the model  but bells out from the waist. the sleeves are so long that they covered my fingers.",Dresses
1,This dress is lovely and the fabric is sensational.    the slits on the two sides of center front are really cool too.    i am 5'7 and it was way too long and i would not have it hemmed at it would remove the gorgeous  lotus pattern near the base of the skirt. i only wear flats at 70 but hope this fabric appears somewhere else  sometime. it is truly a gorgeous dress for a taller person.,Dresses
1,Simple style with a great fit. love the pink  mustard  and cream colors together. fits true to size.,Dresses
1,I love the black and pale pink of this dress  the contrasting fabrics and the embroidery. my favorite kind of dress  creative and a little edgy  but elegant and can be dressed for the office too. ordered a size up from my usual size because i tried the previous dress in this style and it was a bit snug. the size up was a good decision  fits in the shoulders and waist better. the fabrics are nice and the finishing on the dress is well done. the mesh in the bodice is a little delicate and i will h,Dresses
1,I loved this on the cover of the august catalog. when i saw the pictures online  i was a bit hesitant because the background of the dress looked white  and i wondered whether it would be too washed out for me. not so. i love it! it fits beautifully; the waistline is very flattering. it looks like a dress a model would wear in the 1960s -- not a hippie  but a model in a high fashion magazine. it looks great with boots. the fabric is soft to the touch  so luxurious. i am of polish and lithuanian d,Dresses
1,This dress is gorgeous on the hanger and even more gorgeous on. definitely runs big though  so sizing down is probably best.,Dresses
1,I purchased this dress off the reviews.unfortunately i have to return it. i expected it to fit as they said. i am 5'1'- 120 lbs. 35/b-c. i got the s petite. i could not even get this dress on over my chest. the waist was on top of my chest.   i really was disappointed . the material is so soft  i would have had to purchase a m in a regular to fit me. and it would have looked terrible on me. so  i would say  for a tall thin girl   yes   a short girl a no. and i am very petite.,Dresses
1,"As other reviews noted  this runs large--huge is more like it. it's great quality  but i'm wondering now if the s/m would take me through the third trimester of pregnancy (which is why i ordered a m/l). i'm 5'7""  and if i were any less  i don't think this would work for me at all.",Dresses
1,This dress looks and feels classy and expensive! every time i wear it out i get compliments on the color and style.,Dresses
1,I am 5ft 8in and about 140lbs-athletic busty build. i normally wear a size 4-6. i ordered this dress in white in a size 6 and couldn't be more pleased! i actually hopped online today to try to order another in the lilac but they are unfortunately sold out. this dress is exactly as pictured-the upper back is fitted  keeping it from going out too much and looking like a straight up tent. i adore it and hope that they will re-stock it!,Dresses
-1,This was so boxy and unflattering. i loved the lining and the fabric was very soft but it looked like i was wearing a bag. was hoping to use this as a cute top layer for dresses but it was a terrible fit. sizing down would not help this one. went back!,Fine gauge
-1,Didn't like at all. itchy fabric  looked good on model but on on busty girl.,Fine gauge
-1,Loved the look of the sweater and the the fit was as shown.  however this is a thin cashmere for the price.  returned.,Fine gauge
-1,I saw this on a mannequin in the store and so wanted it to work but was just too oversized and bulky. very good quality and material.,Fine gauge
-1,I wanted this sweater to work but sadly it failed. first  the pink was way to sheer for my liking. the sheerness caused a weird color overlap on the stomach area. then the band at the bottom was too tight causing a weird ballooning affect. a shirt underneath could work but it takes away from the beauty of the knit. the soft pink is gorgeous but not good for medium to light skinned folks.,Fine gauge
-1,"I really wanted to love this sweater however it fell much shorter on my 5'10"" frame than it falls on the model  between my belly button and hip  and the sleeves ended just below my elbow and were much more voluminous than they appear in the product shot. i do have long monkey arms though  so on someone more petite it would probably fit more like the model shot.  the quality of the knit seems nice  however the zipper used is very slim and light weight and got stuck twice just while i was trying i",Fine gauge
-1,I really liked the design. ordered a medium which was huge. also thought i would not be able to tolerate it because of the material -- a bit itchy. returned it.,Fine gauge
-1,I was so excited to try this on in the store  because i've had my eye on it online. unfortunately  it is not like the picture. the material is very thin  almost translucent. i also could not figure out how it get it on! the cape has short sleeves  not long  as it appears in the picture  and the folds of fabric would not drape quite right in the front. love the look of black design on white. hopefully retailer can redo this in a thicker cape for the fall  but for now  i'll skip this one.,Fine gauge
-1,I ordered this in size xl in ivory. it was a drab  poorly-made  too-small sweater. the knit material wasn't good quality and the overall fit didn't work. i liked the light red color and maybe if that had been in stock  then i would have overlooked the problems. but  there are better ivory retailer cardigans available. this was returned.,Fine gauge
0,While this is gorgeous in person  if you have a larger bust the v-neck will look really weird. because its so deep  it gets skewed(i'm a d cup). if only the v were 1 or 2 inches higher! unfortunately it's going back.,Fine gauge
0,"This is a very lightweight  comfy sweater jacket. i wanted to love but didn't find it ""special"" enough for the price. i am usually between a small and medium and tried on both sizes in the gray and the navy. the small fit snug in the shoulder but i liked how the layering showed at the bottom of the front. that look was lost on the medium  though the general fit was better. in the end  the looked medium too sloppy for my taste  and the small felt too small.",Fine gauge
0,I love the looks of this sweater on the model! after receiving it  it was still very pretty and stylish to look at. my problem is that i am petite  and the sweater seemed to run very large. it wasn't very fitted. i think the detailing in the back would look better fitted. it made me look rather dowdy and/or matronly unlike how it looks on the model. i think that was because it was just too big. i returned it.,Fine gauge
0,I have a mixed feeling about this cardigan.  on one hand  i like it; on the other hand  there are some minor things i do not like.  first  i love its knit pattern; especially the pattern on the back.  second  i like a soft color of this cardigan.  on website pictures  two motifs look almost the same.  in reality  brown motif is light pink-ish while blue motif is light blue-green-ish.  third  texture.  this cardigan is made of linen and cotton  so it feels comfortable to wear.  if there are flaws,Fine gauge
0,I purchased the stripped blouse and it was very large around the armhole. it bulged open as if it needed a dart. i even washed it to see if it would shrink to fit and it was better but not good enough. i hate my bra showing through the armhole. it's going back. cute blouse except for that. i love sleeveless blouses with turtlenecks.,Fine gauge
0,I didn't realize it had a tie around the waist. it seems too much material hanging in the front to tie at the waist. unfortunately the sash is attached and cannot be removed. it's very cute; just not for me.  i will have to return (but sure i can find something else)!,Fine gauge
0,I got this as a gift and one for me. the medium fits my mom but i got the large because i'm 6'1 and it was large enough but so short waisted. i wouldn't recommend it for women over 5'7,Fine gauge
0,Looks great from the front  but from the side it looks like a maternity top.,Fine gauge
0,I love this piece because of its flattering stripes.i am 5' 9''  150 lbs and ordered a medium. the large was just too big  the small too short and tight  but the medium fit well. however  the sleeves are a little large which was a disappointment  and because of this there's an awkward excess of fabric on the front next to the armpits. i also experienced that the shirt is not long enough to tuck in  how the model has done.,Fine gauge
1,I recently noticed that my trusty black cardigan  that i've had for years  was getting thin in the elbows and just kind of ragged  so out i went on the long journey to find the perfect cardigan with detail. this cardigan fit the bill  with a perfect fit and lovely texture  making it not just your average sweater  to go with my style. can't say anything bad about it!,Fine gauge
1,I've been looking for a wrap cardigan for a while and this totally fit the bill. it fits well  is soft  and made of good materials. i love the versatility of using it with all my dresses. this is a great staple piece.,Fine gauge
1,Nice weight sweater that allows one to wear leggings or ultra skinny jeans without looking like i'm pregnant (not that there's anything wrong with that) very feminine and light weight enough to wear with a cami underneath and a pretty scarf.,Fine gauge
1,This sweater is so much cuter than the online picture makes it look! i think the model is wearing it too large. anyway  this runs kind of big  so size down. it's kind of short in the front  but it hits at a nice  flattering spot. love it.,Fine gauge
1,I wore this sweater last weekend and received so many compliments. not only is this a very pretty style  the poncho is comfortable. i really glad i purchased.,Fine gauge
1,I absolutely love this sweater. it will take me into spring and right on in to summer beach bonfire nights. a great staple!,Fine gauge
1,The perfect cardigan for transitional seasons! i live in southern vermont and i can already tell this cardigan will be in heavy rotation during the summer to fall and spring to winter transition times. has such a cute back detailing that gives you a break from your common cardigans. great quality. i'm 126 lbs 5'4 and i got the small petite and is perfect if you want it to be slightly loose but not swimming in it!,Fine gauge
1,These are colors i normally never wear...baby pink  lavender  light blue...but what drew me to this was the wine color mixed in. it's my favorite. i also adore a good poncho. this poncho is so rich and so heavenly. super soft  very oversized  incredibly nice fabric...its like a light weight sweater. lots of movement and such a statement piece  it will look great over a white tank top  or an all black ensemble with great boots. this only comes in two sizes but runs large. i'm 5'8 and curvy...and,Fine gauge
1,"I was so disappointed in this top. the fabric blend was too thick for summer. the cut was wide across the shoulders  and very narrow and short through the waist. add in the odd splashes in the print  and it spelled disaster.    size: i tend to run between small and xs. i ordered xs. i'm 5'5"" tall  135 lbs  34d  35-29-37  narrow across shoulders  with short arms and long torso.    fit: the cut was so wide across my narrow shoulders that it looked baggy and felt odd. however  the sleeves didn't sl",Fine gauge
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,I am pregnant and i thought this would be a great sleep bra. it's soft and fits okay  but it has zero support or shape. i would only buy if you are a b cup or smaller and can get away without support. if i would have seen this is the store  i would have passed over it. however  i was too lazy to return so i am wearing it. it's comfortable so that's a redeeming quality. i would not recommend for larger chested ladies  though!,Intimates
-1,"Loved how this draped and im super petite 5'1""(32b bust) and this was seriously one of the most ill fitting items i have every owned. i purchased the pxs and it was huge. i hope this has a better fit as the other reviewers seem to have a more positive review. i was just appalled as to how bad the measurements were off. unfortunately the straps are not adjustable so this went below my chest. too sad retailer  please get the fit right!!",Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,The first time i wore this tank it started pilling around the arms and down the sides. it is terribly quality  and gets worse with every wear and wash. possibly the worst wear on a new clothing item i've ever seen. like the design and fit  immediately relegated it to a weekend/home shirt because it was unprofessionally pilly and the pills are small so can't be shaved off.,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
-1,Fun  sexy underwear but rides up in the front. will return,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,"The fit is gorgeous  but i didn't realize it was completely transparent. when it says ""mesh"" it means ""mesh""! i was thinking the ""mesh"" part was on the bottom. because of how it is cut  high on the shoulders  you can't wear a cami underneath to provide coverage. very cute  but not practical.",Intimates
0,I have been eyeing this piece for months now! i broke down and bought it when they finally had my size in stock. i am 5 '4 and 110 lbs and have a very small chest so i ordered an xs. i think the top is too baggy for me. yes  the top and bottoms fit overall  but it doesn't look as nice and form fitting like it does on the model. it is very sheer--which is the thing that discourages me the most. i love the concept of this piece but the execution could use some work  which i am willing to work on s,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,I wanted to love this set  but sadly it just didn't fit as i had hoped. the small was bigger than expected and looked frumpy and not sexy. returned.,Intimates
1,My bridesmaids gifted this to me at my bridal shower  and of all the lingerie i received that day  this was the most memorable. it is equally romantic and sexy as it is subtly sheer. the delicate eyelash lace detail adds so much flair. i have this in size small and it fits tts. love this piece! i plan to wear this for my boudoir shoot.,Intimates
1,This bra surprised me by how good it looks on. the placement of the lace and cups creates a flattering silhouette.,Intimates
1,"Beautiful pajama bottoms. i purchased these as a special treat for myself. luckily  i found a review on another site  stating that these run small  before pirchasing. no one wants tight pjs. order a size up! also  i'm 5'8"" tall and the length is just right. if you are taller  you may find this style too short. i haven't ordered the top  because i'm not sure of the fit  but i'm guessing it also runs small  based on the photo.",Intimates
1,Bra s great  but it has a lot of push-up padding. this might be nice for smaller cup sizes  but for a 34dd  it was a little overkill/unnecessary.,Intimates
1,I was so excited to receive this in the mail. it fits true to size and is extremely flattering. so glad that i made this purchase,Intimates
1,"I ordered size small. i am 5' 6""  32 b. the fabric is super soft and the fit is great. there's an adorable little quote on the pantie's lining  and the bra has a beautiful print on its inner lining. the feel of the lace and fabric is divine. love it! one more thing to note...there is very little lining in the bra; really nothing more than an extra layer of fabric. it is enough to protect modesty  but not much else.",Intimates
1,Beautiful nightie- looks like its really well made and fits really well. i'm normally a size 6-8 and the m was perfect. definitely recommend.,Intimates
1,This bra is everything. looks good and feels good. so happy with this purchase. for reference  i am a c cup and got a medium. i do have a little side boob action happening but i'm still happy with the fit of the medium,Intimates
1,It's beautiful  but more sheer on bottom than it appears in photo. size up.,Intimates
-1,"I bought this jacket based on how it looked on the model  and from the reviews. i found it to be super big  and unflattering to say the least. i'm 5""10  155lbs. i sent it back.",Jackets
-1,Beautiful fabric! unfortunately  i had to return it. after just one wear  it had pills all over the side. fabric is too delicate. sad to return!,Jackets
-1,The button fell off when i took it out of the bag  and i noticed that all of the thread had unraveled. will be returning :-(,Jackets
-1,I was so excited for this kimono. i thought the colors would be lovely. i was looking for a unique wrap/vest/kimono. i ordered this online expecting to be dazzled. sadly  i was not. this arrived and fell short on all measures. the colors were flat  the fabric felt cheap and the construction did not scream $108. it felt like something i would find in a college import/head shop. back it went. i ended up buying the silves wrap  which i love.,Jackets
-1,I'm returning this jacket. i tried it on after it was delivered  and was happy with the weight  cut  and color  although it's more dusty mauve than it looks in the picture. however  the stitching and the zipper are of such poor quality that i doubt  it will last very long. i actually can't get the zipper to zip at all. it's very rough and lightweight  and i'm afraid if i keep trying to force it i'll just end up breaking it. sorry to say yet another retailer item turns out to be poor quality.   thi,Jackets
-1,I generally don't write bad reviews  but there is a real discrepancy between the quality of this kimono and the cost. the design and colors are great  but the fabric is ripping on all the kimonos on the rack in my store where the manufacturer's tag is at the back of the neck. the material is very thin  so there are other small holes beginning throughout the garment. i shop at retailer all the time  and this is not a $98 item of clothing.,Jackets
-1,"Beautiful fabric with soft drape. unfortunately the ""captain kangaroo"" pockets are awful. unless you have a straight up and down shape with no hips this is very unflattering. the pockets look like saddle bags and add a huge amount of fabric where most people don't want added bulk. very disappointing. returned.",Jackets
-1,The color is darker than shown (i ordered the denim looking one). the flower things are not very visible as it all looks one color. it must be great for the tall skinny model   but if your 5'4'' and pear shaped like me  it's a no go! took it back to my local store.,Jackets
-1,"This arrived this week and i was so disappointed. the proportions are all wrong--- from the empire waist to the dolman sleeves  to the weird texture added to the material. if i could sum up this jacket with one word it would be ""weird"".",Jackets
0,Has i read the reviews would have realized the t-shirt looking sleeves in the pic are attached to the sweater. based on the pic and site description i didnt realize they were attached. i thought it was part of the styling of the undershirt. i think this very much limits the versatility of the sweater. i ordered the white which is a beautiful color and very soft. i am returning it cause i do not like the t-shirt sleeve. would rather have the flexibility to layer whatever shirt i wanted,Jackets
0,I had such high hopes for this jacket based on the photo  i even waited for it to come back in stock. the detail is beautiful but it is shapeless and boxy. for reference i ordered xs  and i am usually a 0/2 on top (small chested). it might look better on someone with a larger chest but looked like a sack on me. so disappointing.,Jackets
0,This jacket was too wide and the length in the arms too short. i wear a medium in almost any article of clothing and felt like i was swimming in a short little jacket. the ratio of how wide it is to the length is not for me but might work well with other body types. the arms were definitely too short.,Jackets
0,Should have ordered the xl instead of the large. didn't even come close to being able to button the front but i'm a 34 g. i find sanctuary to run small. beautiful soft green color  fabric is soft too. it is cropped to the waist. decided to return instead of reorder.,Jackets
0,I didn't fall in love with this jacket but it was comfortable and seems like it has potential to be flattering on many body types. for reference i tried on a medium and my measurements are 38-30-40.,Jackets
0,Very pretty but runs tight - i usually wear an 8 or small/med in retailer jackets and couldn't zip up the 8 (am a 36c and thick/broad at the top) as there is no give. this is also more like a fitted shirt  made of lightweight muslin-like fabric. was looking for a summer jacket to wear over knits in a chilly  air conditioned office setting so sadly it didn't work for me. could be cute on someone with a smaller frame over a tank or cami.,Jackets
0,"This is a beautiful lined jacket  with a much more structured fit than a typical kimono. it hit me at the high hip  not low hip as shown on the model. given how structured it is  i don't think the ""one size"" will work for anyone larger than a small if you want a drapey kimono fit.",Jackets
0,Slouchy relaxed fit. well sewn together and hangs well on the body. bottom hem hits upper thigh. good length and soft  easy fabric. light layering option as well. good spring jacket  can be kept on indoors without getting too hot.,Jackets
0,This design looks really sharp on the image  but in reality this jacket felt more like a jacket you would get at forever xxi.  the fabric had that polyester/shiny quality to it that made it look cheap.  since the fabric was pretty soft  with a gray jersey lining  it felt more like a padded jacket than a constructed blazer.      i also thought the cut was small if you have a bust larger than a b  i felt like i was busting out of a size 8  and i am a 34d.,Jackets
1,Love the swing-style boxy fit. versatile - works well over jeans or any pants and top. like the coated linen (or cotton?) look. serves much the same purpose as any light weight or denim jacket - good to wear over a top to complete an outfit or as an extra thin layer but not a substantial outdoor jacket. really quite cute. fairly tts but if between sizes  size down.,Jackets
1,I was not impressed upon first taking it out of the package  it was a wrinkled mess lighter weight than i imagined and i felt like it hung like a potato sack. however after i gave it a good ironing and used the inside back tie to sinch in the waist i was in love. it draped beautiful  the blue has beautiful embroidered detail and i love the full length sleeves that can be rolled. i feel iike i will use for many seasons.,Jackets
1,I was so pleasantly surprised when i received this in the mail  because it's much more substantial than i thought it would be. it's perfect for fall and spring and the lining is very soft. i thought it'd be more difficult to wear but it goes well with everything! i ordered my usual size small and am happy with the fit.,Jackets
1,I'm always on the lookout for those special clothing items that add pizzazz to my wardrobe. this is one. i had been looking for a bomber jacket and tried many but this one falls elegantly and is really beautiful. i can't wait to show it off!,Jackets
